address_name,enforcement_proceedings,property_type,inspections_opendate,inspections_closeddate,violations_item_number,date_num,violation
Dixington,No,High Rise,2024-07-29,2024-11-19,1,113,1
Market,No,High Rise,2024-10-23,2024-11-14,0,22,0
Bathurst,No,High Rise,2023-12-13,2024-03-26,5,104,1
Christie,No,High Rise,2024-05-17,2024-07-31,2,75,1
Christie,No,High Rise,2024-05-17,2024-07-31,3,75,1
Town Centre,No,High Rise,2023-11-28,2024-04-02,1,126,1
The East Mall,No,Low Rise,2024-06-07,2024-06-19,0,12,0
The Queensway,No,High Rise,2024-07-30,2024-08-20,0,21,0
Mabelle,No,High Rise,2024-01-22,2024-01-22,0,0,0
Don Mills,No,High Rise,2024-09-06,2024-09-09,0,3,0
Mariner,No,High Rise,2024-06-18,2024-07-11,0,23,0
George,No,High Rise,2024-04-17,2024-10-24,1,190,1
Jane,No,High Rise,2024-01-31,2024-03-06,3,35,1
Jane,No,High Rise,2024-01-31,2024-03-06,4,35,1
High Park,No,Low Rise,2024-09-10,2024-09-26,0,16,0
Sorauren,No,Rooming House,2024-06-18,2024-07-02,2,14,1
Sherbourne,No,High Rise,2024-05-30,2024-09-11,5,104,1
Lake Shore,No,Low Rise,2023-12-27,2024-03-25,5,89,1
Runnymede,No,Rooming House,2024-09-26,2024-10-02,0,6,0
Mill,No,High Rise,2023-12-27,2024-01-08,0,12,0
Avenue,No,High Rise,2024-07-10,2024-08-30,5,51,1
Keele,No,High Rise,2024-01-26,2024-02-22,0,27,0
Hopecrest,No,Group Home,2024-04-16,2024-05-10,0,24,0
Kingston,No,High Rise,2024-02-27,2024-02-27,0,0,0
Laxton,No,Low Rise,2024-05-21,2024-08-16,4,87,1
Foxbar,No,Residential Care,2024-05-23,2024-06-28,0,36,0
Dundalk,No,High Rise,2024-02-01,2024-05-09,2,98,1
Dundalk,No,High Rise,2024-02-01,2024-05-09,4,98,1
St Clair,No,High Rise,2024-10-29,2024-10-29,0,0,0
Eglinton,No,High Rise,2024-10-30,2024-10-30,0,0,0
Queens Wharf,No,High Rise,2024-06-21,2024-07-17,1,26,1
Birchmount,No,High Rise,2024-05-16,2024-08-06,1,82,1
Wellesley,No,High Rise,2024-09-17,2024-11-12,1,56,1
Sheppard,No,High Rise,2024-05-29,2024-05-30,0,1,0
Jarvis,No,High Rise,2024-06-04,2024-06-04,0,0,0
Weston,No,High Rise,2024-10-02,2024-11-20,1,49,1
Weston,No,High Rise,2024-10-02,2024-11-20,4,49,1
Dixington,No,High Rise,2024-07-29,2024-11-19,2,113,1
Bathurst,No,Low Rise,2024-09-12,2024-09-16,0,4,0
Pembroke,No,Low Rise,2024-10-07,2024-10-09,0,2,0
Dundas,No,High Rise,2024-08-28,2024-10-28,4,61,1
Dundas,No,High Rise,2024-08-28,2024-10-28,5,61,1
Morningside,No,High Rise,2024-04-03,2024-04-04,0,1,0
York Mills,No,High Rise,2024-01-04,2024-02-08,0,35,0
King,No,High Rise,2024-10-22,2024-11-19,1,28,1
Eglinton,No,High Rise,2024-06-24,2024-06-25,0,1,0
Dovercourt,No,Detention,2024-02-15,2024-02-15,0,0,0
Eglinton,No,High Rise,2024-06-12,2024-09-16,1,96,1
Eglinton,No,High Rise,2024-06-12,2024-09-16,9,96,1
George,No,High Rise,2024-07-04,2024-07-04,0,0,0
Bathurst,No,High Rise,2024-03-19,2024-05-10,1,52,1
La Rose,No,High Rise,2024-04-17,2024-07-30,6,104,1
La Rose,No,High Rise,2024-04-17,2024-07-30,13,104,1
Newcastle,No,Rooming House,2024-07-25,2024-07-25,0,0,0
Wellesley,No,High Rise,2024-05-09,2024-06-27,1,49,1
Wellesley,No,High Rise,2024-05-09,2024-06-27,2,49,1
Wellesley,No,High Rise,2024-05-09,2024-06-27,5,49,1
Brookbanks,No,High Rise,2024-05-23,2024-09-06,3,106,1
Tapscott,No,High Rise,2024-07-18,2024-09-04,2,48,1
Church,No,High Rise,2024-05-15,2024-07-25,1,71,1
Church,No,High Rise,2024-05-15,2024-07-25,4,71,1
Bater,No,Low Rise,2024-01-12,2024-07-17,1,187,1
Livingston,No,High Rise,2023-10-26,2024-05-03,5,190,1
Steeles,No,High Rise,2024-11-13,2024-11-14,0,1,0
Adanac,No,High Rise,2024-03-21,2024-05-02,1,42,1
Adanac,No,High Rise,2024-03-21,2024-05-02,3,42,1
Kipling,No,High Rise,2024-01-18,2024-01-18,0,0,0
Foxbar,No,Residential Care,2024-04-17,2024-06-12,1,56,1
Eglinton,No,High Rise,2024-05-22,2024-05-22,0,0,0
Helendale,No,High Rise,2024-07-26,2024-08-13,2,18,1
Northcliffe,No,High Rise,2024-04-09,2024-04-09,0,0,0
Church,No,High Rise,2024-07-16,2024-08-20,1,35,1
Kingston,No,High Rise,2024-06-19,2024-09-30,3,103,1
Eppleworth,No,Low Rise,2024-06-28,2024-07-10,0,12,0
Gabian,No,High Rise,2024-03-14,2024-04-04,0,21,0
Marlee,No,High Rise,2024-07-22,2024-09-03,2,43,1
Marlee,No,High Rise,2024-07-22,2024-09-03,3,43,1
Avenue,No,High Rise,2024-09-03,2024-10-03,1,30,1
Erskine,No,High Rise,2024-08-08,2024-10-10,1,63,1
Rathburn,No,High Rise,2024-03-05,2024-04-11,1,37,1
Rathburn,No,High Rise,2024-03-05,2024-04-11,5,37,1
Yonge,No,High Rise,2023-11-07,2024-02-29,3,114,1
Tubman,No,High Rise,2024-06-26,2024-06-28,1,2,1
Birchmount,No,Low Rise,2024-04-12,2024-05-01,1,19,1
Yonge,No,High Rise,2024-10-01,2024-10-01,0,0,0
Bonis,No,High Rise,2024-02-13,2024-02-13,0,0,0
Lake Shore,No,Low Rise,2023-12-27,2024-03-25,7,89,1
Elm,No,High Rise,2024-03-07,2024-03-07,0,0,0
La Rose,No,High Rise,2024-07-17,2024-07-19,0,2,0
Victoria Park,No,High Rise,2024-08-16,2024-10-02,1,47,1
Western Battery,No,High Rise,2024-03-12,2024-04-25,0,44,0
Eglinton,No,High Rise,2024-08-21,2024-11-05,2,76,1
Avenue,No,High Rise,2024-06-21,2024-06-21,0,0,0
Victoria Park,No,High Rise,2023-12-14,2024-02-27,1,75,1
Wynford,No,High Rise,2024-07-17,2024-07-19,0,2,0
Spencer,No,High Rise,2024-08-07,2024-09-25,2,49,1
Spencer,No,High Rise,2024-08-07,2024-09-25,3,49,1
Indian,No,High Rise,2024-07-09,2024-11-01,1,115,1
Eglinton,No,High Rise,2024-06-12,2024-09-16,3,96,1
Eglinton,No,High Rise,2024-06-12,2024-09-16,11,96,1
Runnymede,No,Low Rise,2024-04-04,2024-04-19,1,15,1
La Rose,No,High Rise,2024-04-17,2024-07-30,4,104,1
Augusta,No,Rooming House,2024-04-16,2024-04-24,1,8,1
McCowan,No,High Rise,2024-05-03,2024-05-17,0,14,0
St George,No,High Rise,2024-07-04,2024-08-07,1,34,1
Kingston,No,High Rise,2024-06-26,2024-07-10,0,14,0
Mutual,No,High Rise,2024-02-06,2024-02-07,0,1,0
York Mills,No,High Rise,2024-08-21,2024-09-26,2,36,1
Valley Woods,No,High Rise,2024-06-19,2024-09-05,5,78,1
Alton Towers,No,High Rise,2024-05-03,2024-07-18,1,76,1
Hickory Tree,No,High Rise,2024-03-20,2024-10-02,4,196,1
Hickory Tree,No,High Rise,2024-03-20,2024-10-02,5,196,1
Hickory Tree,No,High Rise,2024-03-20,2024-10-02,6,196,1
Belfield,No,Hotel & Motel,2024-05-29,2024-06-18,0,20,0
Combermere,No,High Rise,2024-06-04,2024-07-03,0,29,0
Avenue,No,High Rise,2024-10-29,2024-11-08,0,10,0
River,No,Low Rise,2024-09-04,2024-10-09,2,35,1
The East Mall,No,Nursing Home,2024-06-10,2024-06-10,0,0,0
Jameson,No,High Rise,2024-05-30,2024-09-19,5,112,1
Bloor,No,High Rise,2024-01-25,2024-03-27,0,62,0
Rosewell,No,High Rise,2024-04-10,2024-05-06,2,26,1
Islington,No,High Rise,2023-11-16,2024-06-20,0,217,0
Eglinton,No,High Rise,2024-05-17,2024-07-03,4,47,1
Eglinton,No,High Rise,2024-09-03,2024-09-30,2,27,1
Bathurst,No,Low Rise,2024-03-06,2024-04-16,1,41,1
St George,No,High Rise,2024-07-04,2024-08-07,3,34,1
Dixington,No,Low Rise,2024-02-14,2024-02-20,0,6,0
Dawes,No,High Rise,2024-06-05,2024-06-05,0,0,0
Bayview,No,Low Rise,2024-06-05,2024-06-06,0,1,0
Spencer,No,Low Rise,2024-08-06,2024-10-17,1,72,1
Alton Towers,No,High Rise,2024-05-03,2024-07-18,2,76,1
Hickory Tree,No,High Rise,2024-03-20,2024-10-02,1,196,1
Hickory Tree,No,High Rise,2024-03-20,2024-10-02,2,196,1
Hickory Tree,No,High Rise,2024-03-20,2024-10-02,8,196,1
Richardson,No,High Rise,2024-05-02,2024-05-02,0,0,0
River,No,High Rise,2024-10-07,2024-10-15,2,8,1
University,No,Hospital,2024-07-22,2024-08-21,0,30,0
Beacon,No,Rooming House,2024-07-04,2024-07-10,0,6,0
Keele,No,Low Rise,2024-08-07,2024-09-23,0,47,0
Charles,No,High Rise,2024-05-07,2024-07-26,1,80,1
Charles,No,High Rise,2024-05-07,2024-07-26,2,80,1
Charles,No,High Rise,2024-05-07,2024-07-26,4,80,1
Spadina,No,Low Rise,2024-05-08,2024-10-18,4,163,1
St George,No,High Rise,2024-05-15,2024-10-15,8,153,1
Roanoke,No,High Rise,2024-06-21,2024-06-21,0,0,0
Royal York,No,High Rise,2024-03-20,2024-04-02,0,13,0
Don Mills,No,High Rise,2024-03-19,2024-07-10,4,113,1
Don Mills,No,High Rise,2024-03-19,2024-07-10,5,113,1
Downes,No,High Rise,2024-07-25,2024-11-07,2,105,1
Downes,No,High Rise,2024-07-25,2024-11-07,3,105,1
Queens Plate,No,High Rise,2024-07-16,2024-07-17,0,1,0
Hillcrest,No,High Rise,2024-04-16,2024-04-16,0,0,0
Lawton,No,High Rise,2024-08-14,2024-09-24,1,41,1
Lawton,No,High Rise,2024-08-14,2024-09-24,3,41,1
Queen,No,High Rise,2024-08-06,2024-09-11,3,36,1
Gosford,No,High Rise,2024-03-01,2024-04-24,2,54,1
Royal York,No,High Rise,2024-03-15,2024-06-21,3,98,1
Don Mills,No,High Rise,2024-03-14,2024-07-15,1,123,1
Bedford,No,Rooming House,2024-10-24,2024-10-31,0,7,0
Wynford,No,Hotel & Motel,2024-08-27,2024-09-30,0,34,0
Thirtieth,No,Low Rise,2024-08-21,2024-11-15,1,86,1
East Liberty,No,High Rise,2024-05-06,2024-10-24,7,171,1
Kingston,No,High Rise,2024-03-13,2024-03-20,0,7,0
Tuxedo,No,High Rise,2023-12-04,2024-05-31,7,179,1
Birchmount,No,High Rise,2024-05-17,2024-06-20,3,34,1
Avenue,No,High Rise,2024-09-03,2024-10-03,2,30,1
Avenue,No,High Rise,2024-09-03,2024-10-03,3,30,1
Avenue,No,High Rise,2024-09-03,2024-10-03,5,30,1
Erskine,No,High Rise,2024-08-08,2024-10-10,2,63,1
Erskine,No,High Rise,2024-08-08,2024-10-10,5,63,1
Redpath,No,High Rise,2024-09-26,2024-09-26,0,0,0
Madison,No,High Rise,2024-11-05,2024-11-06,0,1,0
Glencairn,No,Low Rise,2024-04-11,2024-04-22,1,11,1
Rathburn,No,High Rise,2024-03-05,2024-04-11,4,37,1
Summerhill,No,High Rise,2024-07-15,2024-07-15,0,0,0
Fermanagh,No,Low Rise,2023-12-13,2024-05-22,0,161,0
Tyndall,No,High Rise,2024-09-30,2024-10-11,1,11,1
Fountainhead,No,High Rise,2024-07-17,2024-07-17,0,0,0
Pendrith,No,Low Rise,2024-04-15,2024-04-15,0,0,0
Cosburn,No,High Rise,2024-06-27,2024-06-27,0,0,0
Kingston,No,Low Rise,2024-09-24,2024-09-24,0,0,0
Wincott,No,High Rise,2024-08-19,2024-09-10,0,22,0
Avenue,No,High Rise,2024-05-22,2024-06-17,3,26,1
Pembroke,No,Low Rise,2024-09-17,2024-09-17,0,0,0
Sheppard,No,High Rise,2024-07-18,2024-09-18,6,62,1
Clendenan,No,Low Rise,2024-02-16,2024-05-13,0,87,0
Graydon Hall,No,High Rise,2024-02-27,2024-06-06,1,100,1
Graydon Hall,No,High Rise,2024-02-27,2024-06-06,3,100,1
Crescent,No,High Rise,2024-04-09,2024-04-09,0,0,0
Aurora,No,High Rise,2024-03-07,2024-04-24,1,48,1
Sentinel,No,Low Rise,2024-06-19,2024-06-25,0,6,0
Avenue,No,High Rise,2024-08-02,2024-09-05,1,34,1
Sheppard,No,High Rise,2024-03-04,2024-03-04,0,0,0
Wellesley,No,High Rise,2024-04-16,2024-04-17,0,1,0
Superior,No,Low Rise,2024-07-31,2024-07-31,0,0,0
Dixon,No,High Rise,2024-07-17,2024-08-12,0,26,0
St Matthews,No,Hospital,2024-08-30,2024-08-30,0,0,0
Avenue,No,High Rise,2024-05-23,2024-06-12,0,20,0
Lawrence,No,High Rise,2024-02-12,2024-03-08,1,25,1
Steeles,No,Low Rise,2024-09-26,2024-10-01,0,5,0
Humber,No,High Rise,2024-05-22,2024-08-20,1,90,1
Esther Lorrie,No,High Rise,2024-11-01,2024-11-01,0,0,0
Jarvis,No,High Rise,2024-08-02,2024-09-03,2,32,1
Eglinton,No,High Rise,2024-05-01,2024-06-27,8,57,1
Yonge,No,High Rise,2024-04-09,2024-05-27,1,48,1
Haldon,No,Low Rise,2024-07-05,2024-07-05,0,0,0
Seneca Hill,No,High Rise,2023-12-14,2024-05-08,2,146,1
Roselawn,No,High Rise,2024-02-13,2024-06-04,4,112,1
Oriole,No,High Rise,2024-07-24,2024-07-24,0,0,0
Treewood,No,High Rise,2024-05-08,2024-06-20,4,43,1
Gerrard,No,High Rise,2024-05-23,2024-08-21,1,90,1
Kipling,No,High Rise,2024-01-30,2024-02-23,1,24,1
Lake Shore,No,High Rise,2024-09-17,2024-11-14,3,58,1
Jameson,No,High Rise,2024-05-28,2024-06-19,3,22,1
Dundas,No,Low Rise,2024-01-24,2024-06-06,8,134,1
Dundas,No,Low Rise,2024-01-24,2024-06-06,16,134,1
Dundas,No,Low Rise,2024-01-24,2024-06-06,18,134,1
Wellesley,No,High Rise,2024-06-19,2024-07-18,1,29,1
Kempsell,No,Group Home (VO),2024-09-19,2024-11-19,0,61,0
College,No,High Rise,2024-06-26,2024-06-26,0,0,0
Weston,No,High Rise,2024-01-23,2024-01-23,0,0,0
Logan,No,High Rise,2023-12-06,2024-01-30,3,55,1
Madison,No,Rooming House,2024-06-13,2024-10-09,8,118,1
Madison,No,Rooming House,2024-06-13,2024-10-09,9,118,1
Deer Park,No,High Rise,2024-06-27,2024-10-01,3,96,1
Delisle,No,High Rise,2024-10-21,2024-10-21,0,0,0
River,No,Low Rise,2024-05-17,2024-05-21,0,4,0
Eglinton,No,High Rise,2024-10-15,2024-10-16,0,1,0
Eglinton,No,High Rise,2024-05-01,2024-06-27,1,57,1
Eglinton,No,High Rise,2024-05-01,2024-06-27,4,57,1
Seneca Hill,No,High Rise,2023-12-14,2024-05-08,1,146,1
Roselawn,No,High Rise,2024-02-13,2024-06-04,2,112,1
Roselawn,No,High Rise,2024-02-13,2024-06-04,3,112,1
Sherbourne,No,High Rise,2024-04-12,2024-08-16,2,126,1
Murray,No,High Rise,2024-05-10,2024-05-10,0,0,0
Treewood,No,High Rise,2024-05-08,2024-06-20,3,43,1
Keele,No,Low Rise,2024-03-28,2024-03-28,0,0,0
Albion,No,High Rise,2024-03-07,2024-04-16,2,40,1
Gerrard,No,High Rise,2024-05-23,2024-08-21,3,90,1
Tyndall,No,High Rise,2024-02-28,2024-04-10,4,42,1
Jameson,No,High Rise,2024-10-02,2024-10-21,3,19,1
Adelaide,No,High Rise,2024-06-20,2024-06-20,0,0,0
Thunder,No,High Rise,2024-06-12,2024-06-27,0,15,0
Bay,No,Hotel & Motel,2024-03-13,2024-03-22,1,9,1
Cameron,No,High Rise,2024-02-06,2024-02-09,0,3,0
Avenue,No,High Rise,2024-09-03,2024-10-03,6,30,1
Avenue,No,High Rise,2024-09-03,2024-10-03,8,30,1
Bridletowne,No,High Rise,2024-03-05,2024-09-10,2,189,1
Bridletowne,No,High Rise,2024-03-05,2024-09-10,5,189,1
Sammon,No,Low Rise,2024-03-12,2024-03-26,0,14,0
Danforth,No,High Rise,2024-07-03,2024-08-27,1,55,1
Chalkfarm,No,High Rise,2024-09-05,2024-09-17,0,12,0
Steeles,No,High Rise,2024-04-18,2024-05-21,6,33,1
Rean,No,High Rise,2024-01-30,2024-03-07,2,37,1
Prince Arthur,No,High Rise,2024-09-19,2024-11-12,3,54,1
Eastmount,No,High Rise,2024-09-25,2024-10-15,2,20,1
Eastmount,No,High Rise,2024-09-25,2024-10-15,3,20,1
Annie Craig,No,High Rise,2024-05-13,2024-05-13,0,0,0
Jane,No,High Rise,2023-07-18,2024-08-06,0,385,0
Unity,No,High Rise,2024-04-04,2024-04-04,0,0,0
Dundonald,No,High Rise,2024-07-23,2024-07-23,0,0,0
Kipling,No,Low Rise,2024-05-06,2024-06-14,1,39,1
Ellesmere,No,High Rise,2024-05-14,2024-05-14,0,0,0
Islington,No,Hotel & Motel,2024-04-02,2024-04-08,1,6,1
Kimbercroft,No,High Rise,2024-01-12,2024-08-07,2,208,1
Foxbar,No,High Rise,2024-05-01,2024-11-06,3,189,1
Foxbar,No,High Rise,2024-05-01,2024-11-06,6,189,1
Broadview,No,High Rise,2024-08-26,2024-09-06,1,11,1
Roanoke,No,High Rise,2024-03-12,2024-03-14,0,2,0
Navy Wharf,No,High Rise,2024-02-06,2024-02-06,0,0,0
Wellesley,No,High Rise,2024-02-22,2024-02-28,0,6,0
Covington,No,High Rise,2024-10-01,2024-10-21,1,20,1
Vicora Linkway,No,High Rise,2024-07-12,2024-09-09,5,59,1
Dixon,No,Hotel & Motel,2024-01-02,2024-01-02,0,0,0
Eccleston,No,Low Rise,2024-05-14,2024-05-15,0,1,0
Eglinton,No,High Rise,2023-11-01,2024-05-01,5,182,1
Eglinton,No,High Rise,2023-11-01,2024-05-01,6,182,1
Wellington,No,High Rise,2024-03-11,2024-04-03,0,23,0
Bayview,No,Residential Care,2024-05-28,2024-06-06,0,9,0
Yonge,No,High Rise,2023-11-07,2024-02-29,6,114,1
Kingston,No,High Rise,2024-02-05,2024-02-15,0,10,0
Birchmount,No,Low Rise,2024-05-17,2024-08-29,0,104,0
Yonge,No,High Rise,2024-09-23,2024-11-06,2,44,1
Lawrence,No,High Rise,2024-05-02,2024-10-23,7,174,1
University,No,Hospital,2024-06-19,2024-06-19,0,0,0
Dundas,No,Low Rise,2024-01-24,2024-06-06,13,134,1
Mabelle,No,High Rise,2024-01-16,2024-01-19,1,3,1
Antrim,No,High Rise,2023-11-01,2024-01-05,0,65,0
Weston,No,Low Rise,2024-07-10,2024-07-10,0,0,0
Queen,No,Low Rise,2024-07-18,2024-07-22,0,4,0
Logan,No,High Rise,2023-12-06,2024-01-30,1,55,1
Broadview,No,Low Rise,2024-07-22,2024-09-23,3,63,1
Wynford,No,High Rise,2024-04-03,2024-09-04,1,154,1
Wynford,No,High Rise,2024-04-03,2024-09-04,7,154,1
Don Mills,No,High Rise,2024-08-29,2024-09-18,1,20,1
Shuter,No,High Rise,2024-07-11,2024-07-12,0,1,0
Ellesmere,No,High Rise,2024-06-04,2024-11-07,2,156,1
Ellesmere,No,High Rise,2024-06-04,2024-11-07,4,156,1
Ellesmere,No,High Rise,2024-06-04,2024-11-07,5,156,1
Dundas,No,Low Rise,2024-07-16,2024-07-17,0,1,0
Richview,No,High Rise,2024-05-14,2024-11-18,1,188,1
Sherbourne,No,High Rise,2024-05-23,2024-09-18,3,118,1
Sunrise,No,High Rise,2024-04-24,2024-10-31,3,190,1
Sunrise,No,High Rise,2024-04-24,2024-10-31,15,190,1
Kingston,No,High Rise,2024-05-21,2024-08-14,4,85,1
Lower Simcoe,No,High Rise,2024-05-27,2024-07-09,1,43,1
King,No,High Rise,2024-07-23,2024-10-10,3,79,1
Steeles,No,High Rise,2024-01-29,2024-06-25,1,148,1
Dundas,No,Low Rise,2024-07-02,2024-10-01,0,91,0
Prudential,No,High Rise,2024-01-11,2024-01-18,0,7,0
St Joseph,No,Low Rise,2024-09-04,2024-11-28,2,85,1
Lake Shore,No,High Rise,2024-08-29,2024-11-14,3,77,1
Lake Shore,No,High Rise,2024-08-29,2024-11-14,11,77,1
Lake Shore,No,High Rise,2024-08-29,2024-11-14,12,77,1
Oakmount,No,High Rise,2024-04-05,2024-05-17,0,42,0
Park Vista,No,High Rise,2024-01-16,2024-01-16,0,0,0
Willowdale,No,Low Rise,2024-01-03,2024-03-22,0,79,0
Bleecker,No,High Rise,2024-05-01,2024-08-09,3,100,1
Cottingham,No,Low Rise,2024-01-22,2024-01-30,1,8,1
The Donway,No,High Rise,2023-11-22,2024-01-02,1,41,1
St George,No,High Rise,2024-05-15,2024-10-15,2,153,1
St George,No,High Rise,2024-05-15,2024-10-15,10,153,1
St Clair,No,High Rise,2024-08-21,2024-09-23,0,33,0
Dixon,No,Hotel & Motel,2024-05-30,2024-10-30,0,153,0
Finch,No,High Rise,2024-08-02,2024-08-07,0,5,0
Danforth,No,High Rise,2024-07-03,2024-07-03,0,0,0
Sunrise,No,High Rise,2024-04-24,2024-10-31,4,190,1
Sunrise,No,High Rise,2024-04-24,2024-10-31,8,190,1
Sunrise,No,High Rise,2024-04-24,2024-10-31,13,190,1
Sunrise,No,High Rise,2024-04-24,2024-10-31,14,190,1
Kingston,No,High Rise,2024-05-21,2024-08-14,1,85,1
Kingston,No,High Rise,2024-05-21,2024-08-14,3,85,1
Queens Quay,No,Low Rise,2024-04-03,2024-06-18,1,76,1
Havenlea,No,Low Rise,2023-11-09,2024-03-25,1,137,1
Havenlea,No,Low Rise,2023-11-09,2024-03-25,2,137,1
Bales,No,High Rise,2024-04-25,2024-07-02,4,68,1
Mondeo,No,High Rise,2024-01-18,2024-03-12,0,54,0
Close,No,Low Rise,2024-07-31,2024-08-14,0,14,0
Roselawn,No,High Rise,2024-04-09,2024-08-28,2,141,1
Roselawn,No,High Rise,2024-04-09,2024-08-28,3,141,1
West Lodge,No,High Rise,2024-08-16,2024-08-19,0,3,0
Prue,No,High Rise,2024-06-05,2024-09-04,1,91,1
Prue,No,High Rise,2024-06-05,2024-09-04,11,91,1
Ellerslie,No,High Rise,2024-07-24,2024-07-24,0,0,0
Macey,No,High Rise,2024-05-22,2024-05-27,0,5,0
Grenville,No,High Rise,2024-08-21,2024-09-11,0,21,0
Macey,No,High Rise,2024-08-13,2024-09-30,6,48,1
Emmett,No,High Rise,2024-01-19,2024-07-08,3,171,1
Eglinton,No,High Rise,2024-05-16,2024-11-07,1,175,1
Greencrest,No,High Rise,2023-11-17,2024-03-25,1,129,1
Greencrest,No,High Rise,2023-11-17,2024-03-25,2,129,1
Greencrest,No,High Rise,2023-11-17,2024-03-25,4,129,1
Jackes,No,High Rise,2024-01-23,2024-01-23,0,0,0
Jane,No,High Rise,2024-03-19,2024-04-08,0,20,0
Charles,No,High Rise,2024-08-15,2024-11-20,4,97,1
Burnview,No,Group Home (VO),2024-06-12,2024-06-12,0,0,0
Mutual,No,High Rise,2024-07-16,2024-10-03,1,79,1
Lawrence,No,Low Rise,2024-07-16,2024-07-16,0,0,0
Rosehill,No,High Rise,2024-02-29,2024-03-05,0,5,0
Tuxedo,No,High Rise,2023-12-12,2024-04-17,1,127,1
Sherbourne,No,High Rise,2024-02-12,2024-03-20,1,37,1
Sunny Glenway,No,High Rise,2024-10-03,2024-10-03,0,0,0
Davisville,No,High Rise,2024-07-11,2024-07-11,0,0,0
Dunn,No,High Rise,2024-06-14,2024-06-17,0,3,0
New Heights,No,High Rise,2024-06-10,2024-07-25,1,45,1
San Romanoway,No,High Rise,2024-06-26,2024-10-11,0,107,0
Roselawn,No,High Rise,2024-04-09,2024-08-28,1,141,1
Flemington,No,Low Rise,2024-06-04,2024-08-06,1,63,1
Homewood,No,Rooming House,2024-08-07,2024-08-07,0,0,0
Callowhill,No,High Rise,2024-09-11,2024-11-07,3,57,1
Callowhill,No,High Rise,2024-09-11,2024-11-07,4,57,1
Davisville,No,High Rise,2024-04-24,2024-07-23,2,90,1
Davisville,No,High Rise,2024-04-24,2024-07-23,3,90,1
Tandridge,No,High Rise,2024-05-09,2024-05-28,2,19,1
Merchants' Wharf,No,High Rise,2024-02-14,2024-04-25,1,71,1
Park Lawn,No,High Rise,2024-08-27,2024-08-29,0,2,0
Glen Everest,No,High Rise,2024-09-05,2024-09-12,0,7,0
Harbour,No,High Rise,2024-01-11,2024-01-12,0,1,0
The Kingsway,No,High Rise,2024-02-02,2024-05-13,3,101,1
Elm Ridge,No,High Rise,2024-04-17,2024-07-16,1,90,1
Ling,No,High Rise,2023-12-07,2024-04-19,2,134,1
O'Neill,No,High Rise,2024-09-19,2024-11-06,0,48,0
Woolner,No,High Rise,2024-02-14,2024-03-20,1,35,1
Northtown,No,High Rise,2024-07-15,2024-09-26,0,73,0
Chalkfarm,No,High Rise,2024-01-24,2024-03-26,0,62,0
Wellesley,No,High Rise,2024-09-17,2024-09-23,0,6,0
Euclid,No,Low Rise,2024-02-13,2024-02-15,0,2,0
St Joseph,No,High Rise,2024-06-19,2024-07-26,1,37,1
St Joseph,No,High Rise,2024-06-19,2024-07-26,5,37,1
Coatsworth,No,Low Rise,2024-05-09,2024-05-10,0,1,0
Falstaff,No,High Rise,2024-01-30,2024-02-27,3,28,1
University,No,High Rise,2024-07-12,2024-07-15,0,3,0
Blue Jays,No,High Rise,2024-04-26,2024-05-24,1,28,1
Bay,No,High Rise,2024-06-26,2024-07-26,1,30,1
Bay,No,High Rise,2024-06-26,2024-07-26,3,30,1
Bay,No,High Rise,2024-06-26,2024-07-26,4,30,1
Widdicombe,No,High Rise,2024-04-05,2024-04-05,0,0,0
Bathurst,No,Low Rise,2024-08-27,2024-08-29,0,2,0
Bedford,No,Rooming House,2024-06-12,2024-07-02,1,20,1
Don Mills,No,Low Rise,2023-11-10,2024-03-21,1,132,1
Don Mills,No,Low Rise,2023-11-10,2024-03-21,2,132,1
Don Mills,No,Low Rise,2023-11-10,2024-03-21,4,132,1
Don Mills,No,Low Rise,2023-11-10,2024-03-21,6,132,1
Combe,No,Low Rise,2024-01-22,2024-04-16,4,85,1
Weston,No,High Rise,2024-04-25,2024-11-04,1,193,1
Yonge,No,High Rise,2024-04-03,2024-09-17,2,167,1
Yonge,No,High Rise,2024-04-03,2024-09-17,12,167,1
Roehampton,No,High Rise,2024-03-21,2024-03-21,0,0,0
York Mills,No,Hotel & Motel,2024-03-04,2024-04-04,3,31,1
Widdicombe Hill,No,High Rise,2024-04-18,2024-08-14,2,118,1
Weston,No,High Rise,2024-09-05,2024-09-05,0,0,0
Sherbourne,No,Rooming House,2024-03-14,2024-04-24,0,41,0
Gosford,No,High Rise,2024-03-01,2024-04-24,3,54,1
Sherbourne,No,High Rise,2024-04-11,2024-08-14,1,125,1
Sherbourne,No,High Rise,2024-04-11,2024-08-14,3,125,1
York Mills,No,High Rise,2024-05-01,2024-06-20,4,50,1
Sewells,No,Low Rise,2024-02-21,2024-04-09,0,48,0
SAMUEL WOOD,No,High Rise,2024-01-23,2024-03-13,0,50,0
Markbrook,No,High Rise,2024-03-14,2024-07-03,1,111,1
St Joseph,No,High Rise,2024-05-06,2024-05-07,0,1,0
Campbell,No,Rooming House,2024-09-03,2024-09-04,0,1,0
Keele,No,Low Rise,2024-09-10,2024-09-10,0,0,0
Weston,No,High Rise,2024-03-07,2024-03-07,0,0,0
Weston,No,High Rise,2023-11-22,2024-01-16,0,55,0
Kipling,No,High Rise,2024-07-25,2024-07-30,0,5,0
Roehampton,No,High Rise,2024-07-03,2024-07-31,1,28,1
